track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,predicted_genre_id,predicted_genre,predicted_genre_prob,predicted_classical_prob,predicted_country_prob,predicted_electronic_prob,predicted_jazz_prob,predicted_rap_prob,predicted_reggae_prob,predicted_rnb_prob,predicted_rock_prob
3Y7MHz19qCg1Pkxridtu1k,The Archer,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2mmpvWHLrUjSu5PN763rUu,211280,2019-07-23,6,0.277,0.573,0.0,0.6090481064483111,1.0,0.0407,0.12,0.00556,0.0663,0.17,0.4485086781078321,3,jazz,0.41750002746779674,0.04640250534149871,0.07245790320276242,0.06967741811070485,0.41750002746779674,0.029291015897861546,0.016990139880591976,0.04380459239507646,0.30387639770370733
78ylzQxu8Ht3gbFq5hI9Vo,Have Yourself a Merry Little Christmas,3rXT3DX9OeNMfH8Thivxrk,Tres Hermanas,1M9NXq9BzinKcbEjA8vM6t,155792,2018-11-30,26,0.452,0.268,8.0,0.6077789150460593,1.0,0.0311,0.961,2.85e-05,0.119,0.265,0.09885628858962525,6,rnb,0.4173057477027651,0.02902256484349585,0.15989240225031193,0.018146767318640927,0.2872023674771809,0.023374792634132127,0.02411827647259738,0.4173057477027651,0.04093708130087601
6ZzYETKetIfNUsZUb23jgG,Day 1 ◑,0Vw76uk7P8yVtTClWyOhac,HONNE,0fwZXPXf41aF6H0CN3UtXV,233600,2018-08-24,65,0.503,0.581,6.0,0.7059570112589559,1.0,0.0881,0.21,0.000708,0.257,0.633,0.2674959891098255,7,rock,0.41729216895051713,0.0030025146852719798,0.1594061961540323,0.004742012553046997,0.1678300565005366,0.05092987386388559,0.09479991070605673,0.10199726658665285,0.41729216895051713
40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I",02kJSzxNuaWGqwubyUba0Z,G-Eazy,09Q3WwGYsQe5ognkvVkmCu,251466,2015-12-04,78,0.756,0.674,0.0,0.7259774820880245,0.0,0.0959,0.0184,0.0,0.158,0.389,0.37348072341873695,5,reggae,0.4172748995852957,0.0015753174712667818,0.02739923119532767,0.10224216287347503,0.13307490240031797,0.06509728668947226,0.4172748995852957,0.2017336069424979,0.05160259284234688
6xtcFXSo8H9BZN637BMVKS,Let You Love Me,5CCwRZC6euC8Odo6y9X8jr,Rita Ora,4INRJMYMJrSPsf5mbW26Fm,190000,2018-09-21,60,0.531,0.854,10.0,0.8639099283520981,1.0,0.198,0.288,0.0,0.0773,0.456,0.2666695026496183,6,rnb,0.41725167622654136,0.004252154351403597,0.03018511166113382,0.003611581521101714,0.12856892916563034,0.07410359327609042,0.311800236827443,0.41725167622654136,0.030226716970656105
1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,5XKFrudbV4IiuE5WuTPRmT,Stephen Sanchez,7ARtQpvnPN2ucbmVHngLOs,176440,2022-04-22,79,0.551,0.55,10.0,0.7742476970317297,1.0,0.0286,0.777,0.0,0.202,0.342,0.30781758957654726,3,jazz,0.4172394112405558,0.002339173801632133,0.2827872118665059,0.006226808547696241,0.4172394112405558,0.02742890576370632,0.01699659056482142,0.1641848286161891,0.08279706959889309
3NuK5xMlSlB6K2Qp16zf3h,Solo (feat. Demi Lovato),6MDME20pz9RveH9rEXvrOM,Clean Bandit,1MvF4ulZKH7SaDQs9rE5nc,222706,2018-11-30,66,0.74,0.622,11.0,0.8041760491299896,0.0,0.0446,0.0357,4.85e-05,0.356,0.556,0.3307647430599445,5,reggae,0.4172187707891259,0.0025078643376377835,0.08012532383636567,0.013728335296086391,0.028245201967738564,0.018203188246759934,0.4172187707891259,0.27167900288926655,0.16829231263701944
1WSGTYKLEpKfNQYYW5Oymt,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",5CiGnKThu5ctn9pBxv7DGa,benny blanco,2IUVG5x1G7l0TW1LA61Eyy,158027,2019-02-28,65,0.541,0.468,10.0,0.8274718526100306,0.0,0.362,0.404,3.65e-06,0.358,0.69,0.2718168117069377,3,jazz,0.4167872220270186,0.003751983455417789,0.007374287392876838,0.00522850953869934,0.4167872220270186,0.19017666294684704,0.10573211080212647,0.2656730570255018,0.0052761668115123925
3TDUktzfYXMWjkWqwoT5F1,Lights,3Nrfpe0tUJi4K4DXYWgMUX,BTS,1nScVw87kRJiT2bg2Kswhp,292853,2020-07-14,63,0.608,0.644,5.0,0.7640532241555782,1.0,0.0314,0.156,0.0,0.124,0.431,0.294539112256308,1,country,0.4164908329963333,0.0024458525654738636,0.4164908329963333,0.00631040924827224,0.038163963646902534,0.028013913804219165,0.11023114320306111,0.10409057373159468,0.29425331080414313
4vTgx6h4seHvkuFh84JXYP,My Time,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,234457,2020-02-21,2,0.674,0.64,0.0,0.7824360286591605,0.0,0.0339,0.151,0.0,0.0925,0.664,0.3000267392678303,5,reggae,0.41642850641148316,0.002959779365330783,0.26748927043731324,0.0022486563807002564,0.03416883677277954,0.013195423158255486,0.41642850641148316,0.1147987364327707,0.14871079104136656
1TEEi8aHzb4tGcLJdsepb1,My Time,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,234457,2020-02-21,0,0.674,0.64,0.0,0.7824360286591605,0.0,0.0339,0.151,0.0,0.0925,0.664,0.3000267392678303,5,reggae,0.41642850641148316,0.002959779365330783,0.26748927043731324,0.0022486563807002564,0.03416883677277954,0.013195423158255486,0.41642850641148316,0.1147987364327707,0.14871079104136656
3SBGfIPUVlqt1YGxgZXoJ9,Fearless,06HL4z0CvFAxyc27GXpf02,Taylor Swift,1rwH2628RIOVM3WMwwO418,243093,2008-01-01,31,0.591,0.703,5.0,0.8136745138178095,1.0,0.0279,0.0365,0.0,0.307,0.442,0.300804608877437,7,rock,0.4163900630898194,0.0015253253093499425,0.3285902588653726,0.011607433592326563,0.011009269371402144,0.016813086606680346,0.10025452403925213,0.11381003912579708,0.4163900630898194
2ZE3DJuizYTad2S4CvRRhK,Easy Love,5JZ7CnR6gTvEMKX4g70Amv,Lauv,5i2C79LnS1EtBNFPKD6X5J,224449,2017-10-06,0,0.745,0.481,2.0,0.6533879222108494,1.0,0.054,0.302,3.67e-06,0.0808,0.229,0.5254448441829939,2,electronic,0.41631379302280735,0.0065555245361626786,0.12396593444469796,0.41631379302280735,0.12570124438553631,0.061086400462392665,0.06718449390580161,0.1594008188224089,0.039791790420192784
0ghnjg1XxUSC4GxKFIVqbF,A Wish On Christmas Night,1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,3WPwRhJqWbl9lkv8DDq8jh,212000,1990,42,0.465,0.277,2.0,0.44487205731832136,1.0,0.0306,0.869,0.0,0.157,0.664,0.33371213962759494,0,classical,0.41604246136605516,0.29089180567275935,0.009618696147070898,0.010079643775643642,0.41604246136605516,0.019335931331995175,0.027327689365753274,0.010716437918600276,0.21598733442212265
6qAzAmPBUpGrk7XADZHR5k,LOVE SCENARIO,5qRSs6mvI17zrkJpOHkCoM,iKON,1VSMwSajwLiywZBuB8gvP8,209648,2018-01-25,0,0.806,0.707,7.0,0.8035619242579324,1.0,0.0307,0.331,0.0,0.294,0.746,0.41004059507025137,1,country,0.41598827811646466,0.00067923764796572,0.41598827811646466,0.00797713858633181,0.03592314432866064,0.04570822717772127,0.24284349609140998,0.13846550377574965,0.11241497427569672
